ID;FFECHA;Mora30;Mora60;MoraMax_UltimoSemestre;Experiencia;PersonasCargo;GastosFamiliares;GastoArriendo;TiempoActividad;OCUPACION;TIPCONTRATO;Edad;Estado_Civil;Genero;Ingresos;Nivel_Academico;Tipo_Vivienda;TiempoCliente;Tiempo_SistemaFro;PORCEND;Obligaciones_SistemaFro
2504;201701;0;0;17;1;0;7217,01;0;8;EMPLEADO;OBRA, LABOR O MISIÓN;28;SOLTERO;MASCULINO;10771,65672;BACHILLER;FAMILIAR;12;73;0,969930761;1
2505;201710;0;0;0;1;0;10000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;3;9;0,25;1
2506;201704;1;0;45;1;1;7420;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;11074,62687;BACHILLER;FAMILIAR;12;18;0,943396226;1
2507;201711;0;0;18;1;0;7342,95;0;3;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;MASCULINO;10959,62687;TECNÓLOGO;FAMILIAR;8;8;0,953295338;1
2508;201705;0;0;30;1;2;8040;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;OTROS;MASCULINO;12000;TECNÓLOGO;FAMILIAR;7;0;0,995024876;0
2509;201708;0;0;0;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;PROPIA;0;0;0,555555556;0
2510;201803;0;0;0;0;0;9000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;0;0;0,555555556;0
2511;201712;0;0;14;0;0;9000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;PROPIA;0;0;0,555555556;0
2512;201710;0;0;17;1;0;8025;0;5;EMPLEADO;TÉRMINO INDEFINIDO;28;CASADO;MASCULINO;11977,61194;BACHILLER;FAMILIAR;4;54;0,996884735;1
2513;201711;1;0;48;0;0;6700;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;10000;BACHILLER;FAMILIAR;2;0;1,044776119;0
2514;201705;0;0;17;0;0;7000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;10268,65672;UNIVERSITARIO;FAMILIAR;6;0;0,436046512;0
2515;201712;1;1;77;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;5;0;0,974025974;0
2516;201709;0;0;29;1;0;7200;0;1;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;MASCULINO;10746,26866;TECNÓLOGO;FAMILIAR;6;48;0,694444444;1
2517;201703;0;0;15;0;2;7090;0;2;EMPLEADO;TÉRMINO INDEFINIDO;54;OTROS;FEMENINO;10582,08955;BACHILLER;FAMILIAR;0;0;0,564174894;0
2518;201711;0;0;0;0;0;8878,13;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;13250,9403;TECNÓLOGO;FAMILIAR;0;0;0,450545329;0
2519;201706;0;0;0;0;0;6160;0;3;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;FEMENINO;9194,029851;ESPECIALIZACIÓN;FAMILIAR;0;0;0,974025974;0
2520;201704;1;0;48;0;3;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
2521;201703;0;0;28;0;0;7980;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;21;SOLTERO;FEMENINO;11910,44776;ESPECIALIZACIÓN;FAMILIAR;17;0;1,002506266;0
2522;201710;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;11940,29851;ESPECIALIZACIÓN;FAMILIAR;0;0;0,5;0
2523;201803;0;0;0;1;0;6160;0;6;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;27;27;0,974025974;1
2524;201711;1;1;120;0;0;9720;0;0;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;14507,46269;OTROS;FAMILIAR;0;0;0,514403292;0
2525;201711;1;1;89;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;25;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;5;0;0,974025974;0
2526;201712;1;0;60;0;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;12686,56716;UNIVERSITARIO;FAMILIAR;0;0;0,470588235;0
2527;201710;0;0;17;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;OTROS;MASCULINO;13432,83582;BACHILLER;FAMILIAR;0;0;0,555555556;0
2528;201705;0;0;28;0;0;8961,62;0;2;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;13375,55224;TECNÓLOGO;FAMILIAR;0;0;0,44634787;0
2529;201711;0;0;0;0;0;9000;100000;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;13432,83582;TECNÓLOGO;ALQUILADA;0;0;0,555555556;0
2530;201710;0;0;17;0;0;6808;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;10161,19403;UNIVERSITARIO;FAMILIAR;19;42;1,028202115;1
2531;201705;1;1;228;0;0;8046,5;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;12009,70149;BACHILLER;FAMILIAR;0;0;0,497110545;0
2532;201703;0;0;0;0;0;6160;0;8;EMPLEADO;OBRA, LABOR O MISIÓN;28;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,974025974;0
2533;201705;0;0;0;0;0;9794,88;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;14619,22388;TECNÓLOGO;FAMILIAR;0;0;0,510470777;0
2534;201806;1;0;46;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2535;201710;0;0;0;1;0;9000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;13432,83582;UNIVERSITARIO;FAMILIAR;21;21;1;1
2536;201709;1;1;79;1;0;6190,49;0;2;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;MASCULINO;9239,537313;UNIVERSITARIO;FAMILIAR;12;12;0,969228607;1
2537;201705;1;1;76;0;0;6880;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;10268,65672;TECNÓLOGO;FAMILIAR;0;0;0,436046512;0
2538;201712;0;0;0;0;0;8550;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;12761,19403;BACHILLER;ALQUILADA;12;0;1,052631579;0
2539;201705;0;0;16;0;0;6460;0;2;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;9641,791045;TECNÓLOGO;FAMILIAR;0;0;0,464396285;0
2540;201707;0;0;13;1;0;7759,28;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;11581,01493;UNIVERSITARIO;FAMILIAR;5;19;1,031023497;1
2541;201705;0;0;0;0;2;8680;250000;1;EMPLEADO;TÉRMINO FIJO;26;OTROS;FEMENINO;12955,22388;BACHILLER;ALQUILADA;8;0;0,576036866;0
2542;201711;0;0;17;0;1;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
2543;201711;1;0;48;0;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
2544;201709;0;0;0;1;0;7439,6;0;2;EMPLEADO;TÉRMINO INDEFINIDO;28;CASADO;FEMENINO;11103,8806;BACHILLER;FAMILIAR;8;12;0,940910802;0
2545;201704;0;0;0;0;0;8019;250000;2;EMPLEADO;TÉRMINO FIJO;28;OTROS;MASCULINO;11968,65672;BACHILLER;ALQUILADA;0;0;0,374111485;0
2546;201711;1;1;109;0;0;6880;0;1;EMPLEADO;TÉRMINO FIJO;29;OTROS;MASCULINO;10268,65672;OTROS;FAMILIAR;0;0;0,436046512;0
2547;201712;0;0;0;0;0;6500;0;4;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;9701,492537;BACHILLER;FAMILIAR;7;0;1,076923077;0
2548;201705;0;0;17;0;0;8500;0;2;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;12686,56716;UNIVERSITARIO;FAMILIAR;24;0;1,058823529;0
2549;201802;0;0;0;0;0;7000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;10447,76119;TECNÓLOGO;FAMILIAR;4;0;1;0
2550;201708;0;0;0;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2551;201708;1;1;90;0;0;6550;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;9776,119403;UNIVERSITARIO;FAMILIAR;0;0;0,458015267;0
2552;201706;0;0;0;0;2;9199,23;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;OTROS;MASCULINO;13730,19403;BACHILLER;FAMILIAR;0;0;0,543523751;0
2553;201801;0;0;0;1;2;9170;0;2;EMPLEADO;TÉRMINO INDEFINIDO;26;OTROS;MASCULINO;13686,56716;BACHILLER;FAMILIAR;5;10;0,981461287;1
2554;201804;1;0;48;0;1;8206,81;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;12248,97015;BACHILLER;FAMILIAR;0;0;0,487400098;0
2555;201711;1;1;109;0;0;8814,41;0;2;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;13155,83582;BACHILLER;FAMILIAR;0;0;0,453802353;0
2556;201710;0;0;18;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;21;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
2557;201704;0;0;0;1;0;9000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;13432,83582;TECNÓLOGO;FAMILIAR;2;0;1;0
2558;201706;0;0;28;0;0;8700;0;2;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;MASCULINO;12985,07463;UNIVERSITARIO;FAMILIAR;10;10;1,034482759;1
2559;201712;0;0;30;0;0;6880;0;2;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;10268,65672;UNIVERSITARIO;FAMILIAR;0;0;0,436046512;0
2560;201711;1;1;77;0;0;8560;0;3;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;FEMENINO;12776,1194;UNIVERSITARIO;FAMILIAR;36;0;1,051401869;0
2561;201706;0;0;17;0;0;8682,9;0;0;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;12959,55224;TECNÓLOGO;FAMILIAR;0;0;0,460675581;0
2562;201708;0;0;0;0;0;9800;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;14626,86567;TECNÓLOGO;FAMILIAR;3;0;1,020408163;0
2563;201705;0;0;0;1;0;8000;0;2;EMPLEADO;TÉRMINO FIJO;26;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;14;15;1;1
2564;201704;1;0;58;0;1;7236,34;0;6;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;10800,50746;BACHILLER;FAMILIAR;1;1;0,967339843;1
2565;201710;0;0;17;0;1;6420;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;OTROS;FEMENINO;9582,089552;OTROS;FAMILIAR;0;0;0,46728972;0
2566;201704;1;0;48;0;0;6160;0;4;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
2567;201706;0;0;0;0;0;7560;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;11283,58209;UNIVERSITARIO;FAMILIAR;3;0;1,058201058;0
2568;201701;0;0;17;0;0;6160;0;0;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2569;201703;0;0;0;0;1;9630;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;FEMENINO;14373,13433;UNIVERSITARIO;FAMILIAR;0;0;1,038421599;0
2570;201701;0;0;30;0;0;6685,29;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;9978,044776;UNIVERSITARIO;FAMILIAR;14;0;1,047074996;0
2571;201701;0;0;0;0;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;12686,56716;UNIVERSITARIO;ALQUILADA;0;0;0,470588235;0
2572;201711;1;0;48;0;0;9000;150000;1;EMPLEADO;TÉRMINO INDEFINIDO;21;OTROS;FEMENINO;13432,83582;OTROS;FAMILIAR;0;0;0,555555556;0
2573;201704;0;0;0;0;0;6880;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;10268,65672;UNIVERSITARIO;FAMILIAR;0;0;0,436046512;0
2574;201708;0;0;0;0;0;7896,6;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;11785,97015;UNIVERSITARIO;FAMILIAR;1;0;0,506547122;0
2575;201703;0;0;0;0;0;7909,35;150000;1;EMPLEADO;TÉRMINO FIJO;28;SOLTERO;FEMENINO;11805;BACHILLER;ALQUILADA;4;0;1,011461119;0
2576;201708;0;0;29;1;0;7448;0;0;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;11116,41791;UNIVERSITARIO;FAMILIAR;5;16;0,939849624;1
2577;201807;0;0;0;0;0;7800;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;26;SOLTERO;FEMENINO;11641,79104;BACHILLER;FAMILIAR;0;0;0,512820513;0
2578;201705;1;1;90;0;1;6160;0;4;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2579;201801;0;0;0;0;0;9920;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;14805,97015;OTROS;FAMILIAR;0;0;0,504032258;0
2580;201707;0;0;0;0;0;8000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;11940,29851;TECNÓLOGO;FAMILIAR;0;0;0,5;0
2581;201705;0;0;0;0;0;8437,8;0;6;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;12593,73134;UNIVERSITARIO;FAMILIAR;0;0;0,474057219;0
2582;201705;0;0;17;0;0;7500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;11194,02985;TECNÓLOGO;FAMILIAR;0;0;0,533333333;0
2583;201706;0;0;29;0;0;9654,9;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;14410,29851;BACHILLER;FAMILIAR;0;0;0,517871754;0
2584;201701;0;0;0;0;0;7216,05;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;10770,22388;TECNÓLOGO;FAMILIAR;0;0;0,554319884;0
2585;201711;0;0;30;0;0;7000;100000;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;10447,76119;BACHILLER;ALQUILADA;0;0;0,571428571;0
2586;201705;0;0;0;0;0;6510;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;9716,41791;TECNÓLOGO;FAMILIAR;2;0;1,075268817;0
2587;201705;0;0;17;0;0;7994;0;2;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;11931,34328;UNIVERSITARIO;FAMILIAR;0;0;0,500375282;0
2588;201706;1;0;58;0;0;7140;0;2;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;10656,71642;TECNÓLOGO;FAMILIAR;4;0;0,980392157;0
2589;201705;0;0;0;0;0;10000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;14194,02985;UNIVERSITARIO;FAMILIAR;0;0;0,525762355;0
2590;201703;0;0;17;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;PROPIA;6;0;1;0
2591;201712;0;0;18;1;0;7740;0;3;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;11552,23881;UNIVERSITARIO;FAMILIAR;2;0;0,258397933;0
2592;201806;0;0;0;1;0;7000;0;4;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;PROPIA;30;41;1;1
2593;201709;0;0;0;1;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;12;50;1;1
2594;201712;0;0;30;1;0;9681,65;0;1;EMPLEADO;TÉRMINO FIJO;27;SOLTERO;MASCULINO;14450,22388;UNIVERSITARIO;FAMILIAR;8;8;1,032881792;1
2595;201706;1;0;45;0;0;8000;0;9;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;11940,29851;BACHILLER;FAMILIAR;2;64;1;0
2596;201710;0;0;0;0;0;6600;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9850,746269;UNIVERSITARIO;FAMILIAR;25;25;1,060606061;0
2597;201702;0;0;0;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;13432,83582;TECNÓLOGO;FAMILIAR;8;0;1;0
2598;201705;1;1;119;0;0;10000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,324675325;0
2599;201708;0;0;0;0;0;8000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;2;0;1;0
2600;201801;0;0;17;1;0;7900;0;0;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;MASCULINO;11791,04478;TECNÓLOGO;FAMILIAR;28;41;1,012658228;1
2601;201806;0;0;0;0;0;9000;200000;5;EMPLEADO;OBRA, LABOR O MISIÓN;25;SOLTERO;MASCULINO;13432,83582;BACHILLER;ALQUILADA;22;0;1;0
2602;201708;0;0;17;0;1;9055,84;0;1;EMPLEADO;TÉRMINO INDEFINIDO;25;SOLTERO;FEMENINO;13516,1791;TECNÓLOGO;FAMILIAR;4;0;0,993833813;0
2603;201712;1;0;47;0;0;6160;100000;1;EMPLEADO;TÉRMINO INDEFINIDO;24;OTROS;FEMENINO;9194,029851;BACHILLER;ALQUILADA;0;0;0,487012987;0
2604;201710;0;0;13;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;23;OTROS;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2605;201711;1;0;48;1;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;13432,83582;BACHILLER;FAMILIAR;23;37;1;1
2606;201709;0;0;0;1;0;8000;180000;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;11940,29851;TECNÓLOGO;FAMILIAR;18;36;0,875;1
2607;201707;0;0;16;0;0;8290;0;2;EMPLEADO;TÉRMINO FIJO;23;SOLTERO;MASCULINO;12373,13433;UNIVERSITARIO;FAMILIAR;13;0;0,965018094;0
2608;201701;0;0;0;0;0;6798,01;0;1;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;10146,28358;UNIVERSITARIO;FAMILIAR;12;13;1,029713107;1
2609;201703;1;0;45;1;0;7989,05;0;2;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;11923,95522;TECNÓLOGO;FAMILIAR;17;17;1,001370626;1
2610;201708;1;1;76;0;0;9000;200000;2;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;ALQUILADA;0;0;0,555555556;0
2611;201701;0;0;17;1;0;8085;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;12067,16418;BACHILLER;FAMILIAR;6;13;0,989486704;1
2612;201705;0;0;0;0;0;6160,27;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;9194,432836;UNIVERSITARIO;FAMILIAR;11;0;0,973983283;0
2613;201705;0;0;27;0;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
2614;201702;1;0;48;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;21;SOLTERO;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;1;0;0,974025974;0
2615;201806;0;0;0;0;0;6804,8;0;1;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;10156,41791;UNIVERSITARIO;FAMILIAR;0;0;0,440865272;0
2616;201702;0;0;0;0;0;7494,97;0;0;EMPLEADO;TÉRMINO INDEFINIDO;20;SOLTERO;FEMENINO;11186,52239;UNIVERSITARIO;FAMILIAR;0;0;0,533691262;0
2617;201709;0;0;18;1;0;6700;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;34;SOLTERO;FEMENINO;10000;TECNÓLOGO;FAMILIAR;14;14;1,044776119;1
2618;201712;0;0;18;0;0;9345,09;0;2;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;13947,89552;UNIVERSITARIO;FAMILIAR;11;35;0,963072587;0
2619;201710;0;0;0;0;0;9000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;13432,83582;UNIVERSITARIO;FAMILIAR;10;74;1;0
2620;201806;0;0;0;0;0;7700;0;0;EMPLEADO;TÉRMINO FIJO;28;CASADO;MASCULINO;11492,53731;TECNÓLOGO;FAMILIAR;0;0;0,51948052;0
2621;201705;0;0;0;0;0;7309,91;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;10910,31343;BACHILLER;FAMILIAR;0;0;0,54720236;0
2622;201705;0;0;16;1;0;6980;0;5;EMPLEADO;TÉRMINO INDEFINIDO;28;OTROS;FEMENINO;10417,91045;TECNÓLOGO;FAMILIAR;1;0;1,00286533;0
2623;201706;0;0;17;0;0;7560;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;11283,58209;TECNÓLOGO;FAMILIAR;0;0;0,529100529;0
2624;201704;0;0;0;0;0;8000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;11805,97015;TECNÓLOGO;PROPIA;0;0;0,505689001;0
2625;201708;0;0;0;0;0;7000;0;2;EMPLEADO;OTROS;27;SOLTERO;FEMENINO;10447,76119;BACHILLER;FAMILIAR;5;49;1;0
2626;201711;0;0;0;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;FEMENINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
2627;201701;0;0;0;0;0;9500;0;5;EMPLEADO;OTROS;27;SOLTERO;MASCULINO;14179,10448;BACHILLER;FAMILIAR;47;0;1,052631579;0
2628;201706;1;1;108;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;27;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;4;0;1;0
2629;201801;0;0;0;1;0;9000;0;2;EMPLEADO;TÉRMINO FIJO;26;OTROS;FEMENINO;13432,83582;TECNÓLOGO;FAMILIAR;22;37;1;1
2630;201705;0;0;17;0;0;6245,76;50000;2;EMPLEADO;OBRA, LABOR O MISIÓN;26;SOLTERO;MASCULINO;9322,029851;UNIVERSITARIO;ALQUILADA;0;0;0,480325853;0
2631;201712;0;0;0;1;0;8000;0;0;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;19;19;1;1
2632;201711;0;0;0;1;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;12686,56716;UNIVERSITARIO;FAMILIAR;3;40;1,058823529;1
2633;201708;0;0;30;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;MASCULINO;9194,029851;BACHILLER;ALQUILADA;0;0;0,487012987;0
2634;201711;0;0;0;0;0;8360;0;1;EMPLEADO;TÉRMINO INDEFINIDO;26;SOLTERO;FEMENINO;12477,61194;UNIVERSITARIO;FAMILIAR;0;0;0,4784689;0
2635;201708;0;0;0;0;0;9770;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;25;SOLTERO;FEMENINO;14582,08955;UNIVERSITARIO;FAMILIAR;0;0;0,511770727;0
2636;201704;0;0;0;1;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;31;31;0,974025974;1
2637;201712;0;0;16;1;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;23;23;1;1
2638;201701;0;0;30;0;0;8148;0;1;EMPLEADO;TÉRMINO INDEFINIDO;24;SOLTERO;MASCULINO;12161,19403;TECNÓLOGO;FAMILIAR;3;0;0,981836033;0
2639;201712;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO FIJO;23;SOLTERO;MASCULINO;11940,29851;UNIVERSITARIO;FAMILIAR;0;0;0,5;0
2640;201712;0;0;0;0;1;10000;0;3;EMPLEADO;TÉRMINO INDEFINIDO;23;CASADO;MASCULINO;14179,10448;TECNÓLOGO;FAMILIAR;0;0;0,52631579;0
2641;201703;0;0;17;0;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;23;SOLTERO;FEMENINO;9194,029851;ESPECIALIZACIÓN;FAMILIAR;8;8;0,974025974;0
2642;201708;0;0;16;0;0;9350,73;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;FEMENINO;13956,31343;UNIVERSITARIO;FAMILIAR;0;0;0,53471761;0
2643;201709;0;0;0;0;0;6804,56;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;10156,0597;UNIVERSITARIO;FAMILIAR;1;17;1,028721916;0
2644;201704;0;0;0;0;0;8300;0;1;EMPLEADO;TÉRMINO INDEFINIDO;22;SOLTERO;MASCULINO;12388,0597;UNIVERSITARIO;FAMILIAR;15;33;0,963855422;0
