ID;FFECHA;Mora30;Mora60;MoraMax_UltimoSemestre;Experiencia;PersonasCargo;GastosFamiliares;GastoArriendo;TiempoActividad;OCUPACION;TIPCONTRATO;Edad;Estado_Civil;Genero;Ingresos;Nivel_Academico;Tipo_Vivienda;TiempoCliente;Tiempo_SistemaFro;PORCEND;Obligaciones_SistemaFro
1;201710;0;0;0;0;0;7837,87;0;10;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;61;CASADO;MASCULINO;11698,31343;TECNÓLOGO;PROPIA;40;0;1,020685467;0
2;201711;1;0;59;0;1;9194,07;0;1;EMPLEADO;TÉRMINO INDEFINIDO;45;CASADO;FEMENINO;13722,49254;TECNÓLOGO;ALQUILADA;0;0;0,543828794;0
3;201704;0;0;30;1;1;8450;0;1;EMPLEADO;TÉRMINO FIJO;55;CASADO;MASCULINO;12611,9403;BACHILLER;PROPIA;13;73;0,946745562;0
4;201707;1;0;47;0;0;7472;0;1;EMPLEADO;TÉRMINO FIJO;35;SOLTERO;MASCULINO;11152,23881;UNIVERSITARIO;FAMILIAR;1;0;0,936830835;0
5;201709;0;0;0;0;0;6160;0;2;EMPLEADO;TÉRMINO FIJO;58;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
6;201705;0;0;30;0;1;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;50;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
7;201803;0;0;29;1;0;6160;0;15;JUBILADOS/PENSIONADO;OTROS;53;OTROS;MASCULINO;9194,029851;OTROS;PROPIA;9;105;0,974025974;1
8;201703;1;1;91;0;0;9000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;49;DIVORCIADO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
9;201706;0;0;0;0;1;6160;0;3;JUBILADOS/PENSIONADO;OTROS;69;CASADO;MASCULINO;9194,029851;BACHILLER;PROPIA;6;77;0,974025974;0
10;201712;0;0;0;1;0;6900;0;2;EMPLEADO;TÉRMINO INDEFINIDO;56;SOLTERO;MASCULINO;10298,50746;BACHILLER;FAMILIAR;10;92;1,014492754;1
11;201705;0;0;0;0;1;6160;0;10;EMPLEADO;TÉRMINO FIJO;63;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;6;80;0,974025974;0
12;201706;0;0;0;0;0;8900;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;13283,58209;UNIVERSITARIO;FAMILIAR;0;0;0,449438202;0
13;201708;0;0;18;0;2;9400;300000;9;EMPLEADO;TÉRMINO INDEFINIDO;30;OTROS;MASCULINO;14029,85075;BACHILLER;ALQUILADA;0;0;0,319148936;0
14;201802;0;0;29;0;0;8095;0;3;EMPLEADO;TÉRMINO FIJO;37;DIVORCIADO;MASCULINO;12082,08955;TECNÓLOGO;FAMILIAR;37;0;0,49413218;0
15;201710;0;0;0;1;1;9416;0;15;EMPLEADO;TÉRMINO INDEFINIDO;60;CASADO;MASCULINO;14053,73134;TECNÓLOGO;FAMILIAR;10;10;0,955819881;1
16;201707;0;0;0;1;0;8100;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;12089,55224;UNIVERSITARIO;FAMILIAR;3;24;0,987654321;1
17;201705;1;1;90;1;2;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;37;SOLTERO;MASCULINO;9194,029851;OTROS;FAMILIAR;29;29;0,811688312;1
18;201707;1;0;46;0;1;6180;0;20;EMPLEADO;OBRA, LABOR O MISIÓN;44;CASADO;MASCULINO;9223,880597;OTROS;FAMILIAR;0;0;0,485436893;0
19;201705;0;0;17;0;0;9000;180000;15;EMPLEADO;TÉRMINO INDEFINIDO;42;SOLTERO;MASCULINO;13432,83582;BACHILLER;ALQUILADA;0;0;0,555555556;0
20;201712;0;0;16;0;0;8404,79;0;1;JUBILADOS/PENSIONADO;OTROS;59;CASADO;MASCULINO;12544,46269;BACHILLER;PROPIA;49;49;0,951838178;0
21;201706;0;0;0;1;1;9800;0;1;EMPLEADO;TÉRMINO FIJO;30;SOLTERO;MASCULINO;14626,86567;TECNÓLOGO;FAMILIAR;4;26;1,020408163;1
22;201711;1;1;183;1;1;6500;0;4;EMPLEADO;TÉRMINO FIJO;31;SOLTERO;MASCULINO;9701,492537;BACHILLER;FAMILIAR;11;31;1,076923077;1
23;201706;0;0;0;0;2;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;47;CASADO;MASCULINO;9194,029851;BACHILLER;PROPIA;44;0;0,974025974;0
24;201801;0;0;0;0;1;6160;0;2;EMPLEADO;TÉRMINO FIJO;44;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
25;201706;1;1;91;0;1;7320;0;2;EMPLEADO;TÉRMINO INDEFINIDO;31;CASADO;MASCULINO;10925,37313;OTROS;FAMILIAR;0;0;0,546448087;0
26;201807;0;0;17;0;0;6500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;31;SOLTERO;MASCULINO;9701,492537;UNIVERSITARIO;FAMILIAR;0;0;0,461538462;0
27;201708;0;0;13;1;0;6160;0;20;JUBILADOS/PENSIONADO;OTROS;67;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;15;0;0,974025974;0
28;201707;1;1;108;1;0;8407,5;0;5;JUBILADOS/PENSIONADO;OTROS;65;CASADO;MASCULINO;12548,50746;TECNÓLOGO;PROPIA;5;23;0,951531371;1
29;201710;0;0;13;1;0;6160;0;0;JUBILADOS/PENSIONADO;OTROS;65;CASADO;MASCULINO;9194,029851;OTROS;PROPIA;2;47;0,974025974;1
30;201803;0;0;0;0;1;7730;0;1;EMPLEADO;TÉRMINO INDEFINIDO;31;OTROS;MASCULINO;11537,31343;BACHILLER;FAMILIAR;0;0;0,517464424;0
31;201711;0;0;13;0;0;7706,34;0;2;EMPLEADO;TÉRMINO INDEFINIDO;32;SOLTERO;MASCULINO;11502;TECNÓLOGO;FAMILIAR;25;0;0,519053143;0
32;201706;0;0;0;1;0;7000;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;32;SOLTERO;MASCULINO;10447,76119;UNIVERSITARIO;FAMILIAR;8;11;0,857142857;2
33;201709;0;0;17;0;0;6160;150000;2;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;9194,029851;BACHILLER;ALQUILADA;2;0;0,487012987;0
34;201710;0;0;0;1;0;6300;0;4;EMPLEADO;TÉRMINO INDEFINIDO;31;SOLTERO;MASCULINO;9402,985075;BACHILLER;FAMILIAR;10;10;0,952380952;1
35;201708;0;0;0;1;2;7517,66;0;30;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;60;CASADO;MASCULINO;11220,38806;BACHILLER;PROPIA;21;0;1,064160922;0
36;201710;1;0;47;0;1;6160;0;5;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;65;CASADO;MASCULINO;9194,029851;OTROS;PROPIA;0;0;0,487012987;0
37;201708;1;1;78;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;59;SOLTERO;MASCULINO;9194,029851;ESPECIALIZACIÓN;FAMILIAR;26;0;0,974025974;0
38;201706;0;0;0;0;0;7070;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;10552,23881;TECNÓLOGO;FAMILIAR;0;0;0,565770863;0
39;201705;0;0;17;0;0;6263,76;0;4;EMPLEADO;TÉRMINO FIJO;33;SOLTERO;MASCULINO;9348,895522;UNIVERSITARIO;FAMILIAR;0;0;0,478945554;0
40;201711;1;1;109;0;0;7200;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;36;CASADO;MASCULINO;10746,26866;UNIVERSITARIO;FAMILIAR;4;0;0,972222222;0
41;201705;1;0;44;0;1;9100;0;5;EMPLEADO;TÉRMINO INDEFINIDO;33;CASADO;MASCULINO;13582,08955;TECNÓLOGO;FAMILIAR;1;0;0,54945055;0
42;201707;1;0;60;0;3;6160;0;7;EMPLEADO;TÉRMINO FIJO;33;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,974025974;0
43;201707;0;0;0;1;1;6160;90000;3;EMPLEADO;TÉRMINO FIJO;33;SOLTERO;MASCULINO;9194,029851;BACHILLER;ALQUILADA;8;66;0,974025974;1
44;201709;1;1;178;0;0;8000;0;1;EMPLEADO;TÉRMINO INDEFINIDO;31;OTROS;MASCULINO;11940,29851;TECNÓLOGO;FAMILIAR;4;0;1;0
45;201704;0;0;16;1;0;7684;0;4;EMPLEADO;TÉRMINO INDEFINIDO;57;OTROS;MASCULINO;11468,65672;BACHILLER;PROPIA;13;0;1,041124414;0
46;201707;0;0;17;0;4;9650;100000;1;EMPLEADO;TÉRMINO INDEFINIDO;35;OTROS;MASCULINO;14402,98507;BACHILLER;ALQUILADA;53;53;1,03626943;0
47;201711;1;1;76;1;1;6160;0;10;EMPLEADO;TÉRMINO INDEFINIDO;51;OTROS;MASCULINO;9194,029851;BACHILLER;PROPIA;26;26;0,974025974;1
48;201711;1;0;60;0;0;7001,5;0;2;EMPLEADO;TÉRMINO INDEFINIDO;48;CASADO;FEMENINO;10450;TECNÓLOGO;FAMILIAR;0;0;0,571306149;0
49;201709;0;0;27;1;2;7200;0;2;EMPLEADO;TÉRMINO FIJO;48;CASADO;MASCULINO;10746,26866;BACHILLER;PROPIA;5;0;0,972222222;0
50;201704;0;0;0;0;1;6160;0;3;EMPLEADO;TÉRMINO INDEFINIDO;35;CASADO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;116;0;0,974025974;0
51;201707;0;0;13;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;42;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
52;201711;1;1;139;0;0;9396;0;9;EMPLEADO;OTROS;53;OTROS;MASCULINO;14023,8806;BACHILLER;PROPIA;0;0;0,532141337;0
53;201705;0;0;17;0;0;7300;0;1;EMPLEADO;TÉRMINO INDEFINIDO;28;SOLTERO;MASCULINO;10895,52239;BACHILLER;FAMILIAR;33;33;0,95890411;0
54;201711;0;0;0;0;1;6160;0;2;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;62;CASADO;MASCULINO;9194,029851;BACHILLER;PROPIA;0;0;0,487012987;0
55;201712;0;0;0;0;0;6820;0;2;EMPLEADO;TÉRMINO FIJO;32;SOLTERO;MASCULINO;10179,10448;UNIVERSITARIO;FAMILIAR;0;0;0,439882698;0
56;201708;1;0;48;0;1;7400;0;7;EMPLEADO;TÉRMINO INDEFINIDO;60;OTROS;MASCULINO;11044,77612;BACHILLER;FAMILIAR;0;0;0,540540541;0
57;201712;0;0;18;1;0;6922;0;1;JUBILADOS/PENSIONADO;OTROS;65;CASADO;MASCULINO;10331,34328;BACHILLER;PROPIA;4;99;1,01126842;1
58;201712;0;0;18;0;2;9300;0;5;EMPLEADO;OBRA, LABOR O MISIÓN;29;OTROS;MASCULINO;13880,59701;BACHILLER;FAMILIAR;14;0;0,967741936;0
59;201707;0;0;0;0;0;8637,75;0;4;EMPLEADO;TÉRMINO INDEFINIDO;32;SOLTERO;MASCULINO;12892,16418;TECNÓLOGO;ALQUILADA;4;0;1,041938005;0
60;201709;0;0;0;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;42;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;18;0;0,974025974;0
61;201709;0;0;0;0;1;6160;0;2;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;63;CASADO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;15;47;0,974025974;1
62;201710;1;1;107;0;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;31;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
63;201703;1;1;61;0;1;6890;0;4;EMPLEADO;TÉRMINO INDEFINIDO;31;OTROS;MASCULINO;10283,58209;BACHILLER;FAMILIAR;0;0;0,435413643;0
64;201708;0;0;0;1;1;6160;0;1;JUBILADOS/PENSIONADO;OTROS;62;CASADO;MASCULINO;9194,029851;OTROS;FAMILIAR;52;52;0,974025974;1
65;201705;0;0;0;0;0;6160;0;9;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;16;16;0,974025974;0
66;201711;0;0;0;1;0;6160;0;4;JUBILADOS/PENSIONADO;OTROS;60;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;PROPIA;87;87;0,974025974;1
67;201710;0;0;13;1;1;6363,1;0;14;EMPLEADO;TÉRMINO INDEFINIDO;60;CASADO;MASCULINO;9497,164179;BACHILLER;FAMILIAR;20;40;0,628624413;3
68;201709;0;0;17;0;0;7017,38;0;10;JUBILADOS/PENSIONADO;OTROS;63;CASADO;MASCULINO;10473,70149;UNIVERSITARIO;PROPIA;42;0;0,997523292;0
69;201712;0;0;17;0;0;8648;0;3;EMPLEADO;TÉRMINO INDEFINIDO;62;CASADO;MASCULINO;12907,46269;BACHILLER;FAMILIAR;0;0;0,46253469;0
70;201710;0;0;0;0;2;9290;0;2;EMPLEADO;TÉRMINO FIJO;51;CASADO;MASCULINO;13865,67164;BACHILLER;FAMILIAR;13;61;0,968783638;0
71;201712;0;0;0;1;0;8540;0;29;EMPLEADO;TÉRMINO INDEFINIDO;39;SOLTERO;MASCULINO;12746,26866;TECNÓLOGO;FAMILIAR;29;29;1,053864169;1
72;201703;0;0;0;0;0;8896,72;100000;1;EMPLEADO;TÉRMINO INDEFINIDO;59;OTROS;MASCULINO;13278,68657;BACHILLER;ALQUILADA;0;0;0,449603899;0
73;201705;1;0;48;0;0;8140;250000;3;EMPLEADO;TÉRMINO FIJO;31;SOLTERO;MASCULINO;12149,25373;BACHILLER;ALQUILADA;0;0;0,368550369;0
74;201708;1;0;59;0;2;6160;0;3;EMPLEADO;OBRA, LABOR O MISIÓN;41;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
75;201712;0;0;18;0;0;7300;0;24;EMPLEADO;TÉRMINO INDEFINIDO;50;CASADO;MASCULINO;10895,52239;BACHILLER;PROPIA;65;65;0,95890411;0
76;201707;0;0;17;0;0;9131;100000;0;EMPLEADO;OTROS;52;CASADO;MASCULINO;13628,35821;OTROS;ALQUILADA;2;0;0,985653269;0
77;201708;0;0;0;0;0;8000;0;1;EMPLEADO;TÉRMINO FIJO;32;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;PROPIA;60;0;0,487012987;0
78;201706;0;0;0;0;1;6160;0;16;EMPLEADO;TÉRMINO FIJO;41;OTROS;MASCULINO;9194,029851;BACHILLER;FAMILIAR;0;0;0,487012987;0
79;201702;0;0;0;1;0;8400;0;2;EMPLEADO;TÉRMINO INDEFINIDO;56;CASADO;MASCULINO;12537,31343;TECNÓLOGO;FAMILIAR;20;0;0,952380952;0
80;201711;1;0;59;0;1;7710;0;15;EMPLEADO;TÉRMINO INDEFINIDO;46;OTROS;MASCULINO;11507,46269;BACHILLER;FAMILIAR;0;0;0,518806745;0
81;201710;0;0;13;0;0;6160,27;0;5;EMPLEADO;TÉRMINO INDEFINIDO;39;CASADO;MASCULINO;9194,432836;BACHILLER;PROPIA;48;48;0,973983283;0
82;201703;1;0;48;0;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;59;CASADO;MASCULINO;9194,029851;OTROS;FAMILIAR;57;0;0,974025974;0
83;201711;1;0;48;0;0;8932;0;1;EMPLEADO;TÉRMINO FIJO;30;OTROS;MASCULINO;13331,34328;BACHILLER;FAMILIAR;0;0;0,447828034;0
84;201701;1;1;77;0;0;9530;0;4;EMPLEADO;TÉRMINO INDEFINIDO;53;SOLTERO;MASCULINO;14223,8806;TECNÓLOGO;FAMILIAR;34;0;0,524658972;0
85;201710;1;1;78;1;1;6400;0;6;EMPLEADO;TÉRMINO FIJO;33;OTROS;MASCULINO;9552,238806;TECNÓLOGO;FAMILIAR;33;33;0,46875;1
86;201708;0;0;29;0;4;6160;0;1;EMPLEADO;OTROS;35;OTROS;MASCULINO;9194,029851;OTROS;FAMILIAR;0;0;0,487012987;0
87;201705;0;0;17;0;2;7644;0;3;EMPLEADO;TÉRMINO INDEFINIDO;32;CASADO;MASCULINO;11408,95522;BACHILLER;FAMILIAR;3;0;1,046572475;0
88;201707;0;0;17;0;1;7840;0;7;EMPLEADO;TÉRMINO INDEFINIDO;36;CASADO;MASCULINO;11701,49254;BACHILLER;PROPIA;37;37;1,020408163;0
89;201802;0;0;16;0;1;7020;0;1;EMPLEADO;TÉRMINO FIJO;30;OTROS;MASCULINO;10477,61194;TECNÓLOGO;FAMILIAR;0;0;0,56980057;0
90;201704;0;0;16;0;0;7497;0;1;EMPLEADO;TÉRMINO INDEFINIDO;30;SOLTERO;MASCULINO;11189,55224;BACHILLER;FAMILIAR;0;0;0,533546752;0
91;201711;0;0;13;1;0;9800;0;3;EMPLEADO;OBRA, LABOR O MISIÓN;33;OTROS;MASCULINO;14626,86567;BACHILLER;FAMILIAR;11;52;0,204081633;1
92;201707;0;0;13;0;0;6231,18;0;2;EMPLEADO;TÉRMINO INDEFINIDO;44;CASADO;MASCULINO;9300,268657;TECNÓLOGO;FAMILIAR;0;0;0,481449742;0
93;201701;0;0;0;0;0;8200;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12238,80597;BACHILLER;FAMILIAR;4;4;0,975609756;1
94;201711;1;1;77;1;1;8360;0;4;EMPLEADO;TÉRMINO FIJO;32;CASADO;MASCULINO;12477,61194;TECNÓLOGO;FAMILIAR;6;34;0,358851675;1
95;201705;0;0;30;0;0;7021,11;0;5;EMPLEADO;OBRA, LABOR O MISIÓN;42;CASADO;MASCULINO;10479,26866;BACHILLER;PROPIA;2;2;0,996993353;1
96;201712;0;0;28;0;0;8400;200000;0;EMPLEADO;TÉRMINO INDEFINIDO;37;OTROS;MASCULINO;12537,31343;BACHILLER;FAMILIAR;0;0;0,476190476;0
97;201707;0;0;30;0;0;6450;0;2;EMPLEADO;TÉRMINO FIJO;59;CASADO;MASCULINO;9626,865672;BACHILLER;PROPIA;75;235;0,930232558;1
98;201705;0;0;16;0;0;8684,5;0;2;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;62;SOLTERO;MASCULINO;12961,9403;UNIVERSITARIO;FAMILIAR;4;4;1,036329092;1
99;201712;0;0;17;0;0;6160;0;30;EMPLEADO;TÉRMINO INDEFINIDO;69;CASADO;FEMENINO;9194,029851;OTROS;PROPIA;16;16;0,974025974;0
100;201710;0;0;0;1;0;7300;0;16;EMPLEADO;TÉRMINO INDEFINIDO;50;DIVORCIADO;MASCULINO;10895,52239;BACHILLER;FAMILIAR;6;0;0,95890411;0
101;201711;0;0;0;0;2;9500;150000;1;EMPLEADO;TÉRMINO INDEFINIDO;58;CASADO;MASCULINO;14179,10448;BACHILLER;ALQUILADA;0;0;0,52631579;0
102;201708;1;0;47;0;0;8330;0;1;EMPLEADO;TÉRMINO INDEFINIDO;43;SOLTERO;MASCULINO;12432,83582;UNIVERSITARIO;FAMILIAR;0;0;0,480192077;0
103;201711;0;0;18;1;0;6900;0;1;EMPLEADO;TÉRMINO INDEFINIDO;35;SOLTERO;MASCULINO;10298,50746;TECNÓLOGO;FAMILIAR;4;89;0,289855073;2
104;201708;0;0;0;0;0;8614;0;3;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12856,71642;TECNÓLOGO;PROPIA;0;0;0,464360344;0
105;201708;0;0;0;0;0;8112;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12107,46269;BACHILLER;FAMILIAR;1;0;0,986193294;0
106;201705;0;0;17;0;0;9597;0;2;EMPLEADO;OBRA, LABOR O MISIÓN;45;CASADO;MASCULINO;14323,8806;BACHILLER;FAMILIAR;87;87;1,041992289;0
107;201706;0;0;0;0;0;6760;0;12;EMPLEADO;TÉRMINO INDEFINIDO;45;SOLTERO;MASCULINO;10089,55224;BACHILLER;FAMILIAR;57;0;1,035502959;0
108;201703;0;0;28;0;2;6735,64;0;1;EMPLEADO;TÉRMINO INDEFINIDO;33;CASADO;MASCULINO;10053,19403;TECNÓLOGO;ALQUILADA;0;0;1,039247941;0
109;201708;0;0;17;0;0;7797,77;0;2;EMPLEADO;TÉRMINO INDEFINIDO;43;SOLTERO;MASCULINO;11638,46269;UNIVERSITARIO;FAMILIAR;40;40;1,025934338;0
110;201702;0;0;0;1;0;8511,14;200000;10;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;69;CASADO;MASCULINO;12703,19403;BACHILLER;FAMILIAR;2;127;1,057437664;0
111;201701;1;1;78;0;0;8100;0;1;EMPLEADO;TÉRMINO INDEFINIDO;32;OTROS;MASCULINO;12089,55224;BACHILLER;FAMILIAR;0;0;0,493827161;0
112;201703;0;0;30;0;0;8000;0;3;EMPLEADO;TÉRMINO FIJO;66;CASADO;MASCULINO;9194,029851;BACHILLER;FAMILIAR;7;0;0,974025974;0
113;201712;1;1;107;1;0;6880;0;1;EMPLEADO;OBRA, LABOR O MISIÓN;53;SOLTERO;MASCULINO;10268,65672;BACHILLER;FAMILIAR;24;31;1,017441861;1
114;201711;1;1;77;0;1;9480,1;0;1;EMPLEADO;TÉRMINO FIJO;45;OTROS;MASCULINO;14149,40299;BACHILLER;FAMILIAR;0;0;0,527420597;0
115;201707;0;0;0;0;0;8260;0;2;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;12328,35821;UNIVERSITARIO;FAMILIAR;59;85;0,968523002;0
116;201712;0;0;0;0;0;7000;0;2;EMPLEADO;TÉRMINO FIJO;33;SOLTERO;MASCULINO;10447,76119;BACHILLER;FAMILIAR;0;0;0,571428571;0
117;201706;0;0;28;0;1;7117,6;0;29;EMPLEADO;TÉRMINO INDEFINIDO;57;CASADO;MASCULINO;10623,28358;BACHILLER;PROPIA;18;119;0,983477577;0
118;201804;0;0;30;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;36;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;PROPIA;59;0;0,487012987;0
119;201711;1;0;48;0;1;6160;0;1;EMPLEADO;TÉRMINO FIJO;33;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;0;0;0,487012987;0
120;201706;0;0;29;0;0;7816,16;0;4;EMPLEADO;TÉRMINO INDEFINIDO;33;SOLTERO;FEMENINO;11665,91045;UNIVERSITARIO;FAMILIAR;0;0;0,511760251;0
121;201710;1;0;47;1;0;7510;0;5;EMPLEADO;OBRA, LABOR O MISIÓN;29;SOLTERO;MASCULINO;11208,95522;TECNÓLOGO;FAMILIAR;21;0;1,065246338;0
122;201705;0;0;17;1;0;8360;0;2;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;12477,61194;OTROS;FAMILIAR;13;13;0,956937799;1
123;201711;1;0;47;1;0;6160;0;3;EMPLEADO;TÉRMINO INDEFINIDO;35;OTROS;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;4;7;0,974025974;1
124;201805;0;0;0;0;0;6160;0;2;EMPLEADO;TÉRMINO INDEFINIDO;41;SOLTERO;MASCULINO;9194,029851;UNIVERSITARIO;FAMILIAR;0;0;0,487012987;0
125;201708;1;1;180;1;0;7991,7;0;4;EMPLEADO;TÉRMINO FIJO;44;OTROS;MASCULINO;11927,91045;BACHILLER;FAMILIAR;5;28;0,375389467;1
126;201707;1;1;180;1;2;8037;0;0;EMPLEADO;TÉRMINO INDEFINIDO;29;OTROS;MASCULINO;11995,52239;TECNÓLOGO;FAMILIAR;12;12;0,995396292;1
127;201803;0;0;0;0;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;29;SOLTERO;MASCULINO;12686,56716;UNIVERSITARIO;FAMILIAR;78;0;0,470588235;0
128;201707;1;1;229;0;0;7500;0;4;EMPLEADO;TÉRMINO INDEFINIDO;41;SOLTERO;MASCULINO;11194,02985;OTROS;FAMILIAR;0;0;0,533333333;0
129;201704;1;0;46;0;1;8888,33;0;1;EMPLEADO;TÉRMINO INDEFINIDO;39;OTROS;MASCULINO;13266,16418;BACHILLER;ALQUILADA;0;0;0,450028296;0
130;201706;0;0;0;1;0;8000;200000;1;EMPLEADO;TÉRMINO INDEFINIDO;32;SOLTERO;MASCULINO;11940,29851;TECNÓLOGO;ALQUILADA;26;44;0,25;1
131;201705;0;0;17;1;1;9000;0;2;EMPLEADO;TÉRMINO INDEFINIDO;37;CASADO;MASCULINO;13432,83582;BACHILLER;ALQUILADA;6;34;0,666666667;2
132;201707;0;0;0;0;2;7984,07;0;2;EMPLEADO;TÉRMINO INDEFINIDO;38;OTROS;MASCULINO;11916,52239;BACHILLER;FAMILIAR;0;0;0,500997612;0
133;201704;0;0;0;0;0;6160;0;1;JUBILADOS/PENSIONADO;OTROS;68;CASADO;MASCULINO;9194,029851;UNIVERSITARIO;PROPIA;0;0;0,487012987;0
134;201705;1;1;77;0;0;8040;0;7;EMPLEADO;TÉRMINO INDEFINIDO;61;CASADO;MASCULINO;12000;TECNÓLOGO;PROPIA;0;0;0,497512438;0
135;201702;0;0;0;0;3;6170;0;13;JUBILADOS/PENSIONADO;TÉRMINO INDEFINIDO;49;CASADO;MASCULINO;9208,955224;BACHILLER;PROPIA;5;0;0,972447326;0
136;201707;0;0;17;0;0;7360;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;SOLTERO;MASCULINO;10985,07463;BACHILLER;ALQUILADA;85;0;0,543478261;0
137;201711;0;0;0;1;0;9411,23;0;1;EMPLEADO;TÉRMINO INDEFINIDO;37;CASADO;MASCULINO;14046,61194;TECNÓLOGO;FAMILIAR;3;136;0,95630433;1
138;201709;1;1;321;0;0;6160;0;6;EMPLEADO;TÉRMINO INDEFINIDO;37;OTROS;MASCULINO;9194,029851;OTROS;FAMILIAR;6;6;0,974025974;1
139;201710;1;1;91;0;4;7000;0;13;EMPLEADO;TÉRMINO FIJO;36;OTROS;MASCULINO;9194,029851;OTROS;FAMILIAR;0;0;0,487012987;0
140;201703;0;0;17;0;2;6160;100000;4;EMPLEADO;TÉRMINO INDEFINIDO;46;CASADO;MASCULINO;9194,029851;BACHILLER;ALQUILADA;92;0;0,487012987;0
141;201805;0;0;15;1;0;8500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;43;CASADO;MASCULINO;12686,56716;BACHILLER;FAMILIAR;85;85;1,058823529;1
142;201708;1;0;47;0;1;9600;0;1;EMPLEADO;TÉRMINO INDEFINIDO;42;DIVORCIADO;MASCULINO;14328,35821;TECNÓLOGO;PROPIA;27;27;1,041666667;0
143;201706;0;0;0;1;3;7500;0;1;EMPLEADO;TÉRMINO INDEFINIDO;34;OTROS;MASCULINO;11194,02985;BACHILLER;FAMILIAR;45;45;1,066666667;1
144;201707;0;0;0;0;0;6160;0;1;EMPLEADO;TÉRMINO INDEFINIDO;42;CASADO;MASCULINO;9194,029851;OTROS;FAMILIAR;9;0;0,974025974;0
145;201705;0;0;17;0;1;8610;0;4;EMPLEADO;TÉRMINO INDEFINIDO;53;CASADO;MASCULINO;12850,74627;OTROS;PROPIA;0;0;0,464576074;0
146;201805;0;0;0;0;2;8351,37;0;3;EMPLEADO;TÉRMINO FIJO;32;OTROS;MASCULINO;12464,73134;UNIVERSITARIO;PROPIA;5;0;0,957926664;0
147;201708;0;0;0;1;0;6160;0;1;EMPLEADO;TÉRMINO FIJO;29;SOLTERO;MASCULINO;9194,029851;TECNÓLOGO;FAMILIAR;3;67;0,974025974;2
